Author_id,Author,ORCID,Works Count,Cited By Count,2-Year Mean Citedness,H-Index,i10-Index,Last Known Institution,Research Concepts
A5040268628,Graźyna Leszcyńska,,1,0,0,0,0,Access,"Genetic code, Nuclear magnetic resonance, Speed wobble, Genetics, Biochemistry, Quantum mechanics, RNA, Computational biology, Stereochemistry, Classical mechanics, Biology, Ribosome, Gene, Tautomer, Physics, Transfer RNA, Medicinal chemistry, Organic chemistry, Enzyme, Base pair, Chemistry, Wobble base pair, Amino acid, DNA, Cytidine"
A5040602758,Riley Havel,,1,3,3,1,0,University of Central Florida,"Genetic code, Nucleic acid, Computer science, Linguistics, Genetics, Biochemistry, Computational biology, Evolutionary biology, Biology, Gene, Alphabet, Philosophy, Set (abstract data type), Chemistry, Biological system, Programming language, Amino acid, DNA, In silico"
A5040668442,A Sepúleda,,1,2,0,1,0,University of Chile,"Genetic code, Mathematics, Genetics, Biochemistry, Bioinformatics, Biology, Gene, Statistics, Randomness, Genome, Chemistry, Amino acid, DNA, Degeneracy (biology)"
A5040763761,Sun Dai-Wei,,1,0,0,0,0,N/A,"Astronomy, Crystallography, Genetic code, Psychoanalysis, Psychology, Condensed matter physics, Chemical engineering, Genetics, Biochemistry, Sublimation (psychology), Quantum mechanics, Biology, Metastability, Thermodynamics, Gene, Optics, Physics, Engineering, Phase transition, Meteorology, Infrared, Chemical physics, Organic chemistry, Chemistry, Materials science"
A5040843719,D. Mauro,,1,0,0,0,0,N/A,"Genetic code, Mathematics, Mathematical physics, Computer science, Genetics, Biochemistry, Quantum mechanics, Biology, Gene, Particle physics, Supersymmetry, Physics, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5040870437,Z. Chen,,1,11,0,1,1,Ocean University of China,"Geometry, Meta-optimization, Genetic representation, Genetic algorithm, Genetic code, Algorithm, Psychology, Mathematics, Computer science, Economic growth, Genetics, Biochemistry, Medicine, Particle swarm optimization, Biology, Environmental health, Gene, Evolutionary computation, Metaheuristic, Genetic programming, Combinatorics, Machine learning, Encoding (memory), Mathematical optimization, Optimization problem"
A5041360135,Arthur C. Weber,,1,22,0,1,1,University of Alabama at Birmingham,"Protein biosynthesis, Genetic code, Genetics, Biochemistry, RNA, Stereochemistry, Biology, Gene, Aminoacylation, Molecular biology, Transfer RNA, Chemistry, Nucleotide, Amino acid, DNA"
A5041475163,Godwin Oko Epia,,1,0,0,0,0,N/A,"Genetic code, DNA sequencing, Genetics, Biochemistry, Computational biology, Biology, Gene, Genome, Chemistry, Mutation, Amino acid, DNA"
A5041572094,Gertrude Case Buehuring,,1,14,0,1,1,"University of California, Berkeley","Genetic code, Phosphorylation, Nuclear magnetic resonance, Open reading frame, Genetics, Biochemistry, Missense mutation, Biology, Codon usage bias, Cell biology, Gene, Physics, Phenotype, Genome, Peptide sequence, Organic chemistry, Enzyme, Chemistry, Silent mutation, Mutation, Nucleotide, Amino acid, DNA, Threonine, Serine"
A5042163207,R. Wernersson,,1,485,0,1,1,N/A,"Structural alignment, Genetic code, Sequence alignment, DNA sequencing, Genetics, Biochemistry, Computational biology, Biology, Codon usage bias, Multiple sequence alignment, Coding region, Gene, Genome, Peptide sequence, Chemistry, Phylogenetic tree, Amino acid, DNA"
A5042436990,Andrea I. Collins-Hed,,1,10,0,1,1,"University of California, Merced","DNA polymerase, Genetic code, Computer science, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Computational biology, Medicine, Selection (genetic algorithm), Polymerase, Biology, Fitness landscape, Environmental health, Gene, Machine learning, Physics, Sociology, Demography, Transfer RNA, Artificial intelligence, Proofreading, Organic chemistry, Enzyme, Chemistry"
A5042472177,Ludwig G. Hofacker,,1,18,0,1,1,Technical University of Munich,"Genetic code, Algorithm, Mathematics, Social science, Computer science, Nuclear magnetic resonance, Open reading frame, Genetics, Biochemistry, RNA, Computational biology, Polymerase, Biology, Coding region, Gene, Statistics, Polynucleotide, Coding strand, Physics, Sociology, Molecular biology, Reading frame, Peptide sequence, Organic chemistry, Coding (social sciences)"
A5042586849,Vivek V. Korde,,1,2,0,1,0,Savitribai Phule Pune University,"Genetic code, Political science, Computer security, Computer science, Linguistics, Genetics, Biochemistry, Medicine, Biology, Argument (complex analysis), Gene, Epistemology, Operating system, Internal medicine, Engineering, Endocrinology, Philosophy, Principal (computer security), Aerospace engineering, Composite material, Set (abstract data type), Chemistry, Materials science, Programming language, Law"
A5042661338,Adélaïde,,1,0,0,0,0,N/A,"Protein biosynthesis, Genetic code, Ecology, Stop codon, Recombinant DNA, Computer science, Nuclear magnetic resonance, Scalability, Genetics, Biochemistry, Computational biology, Database, Biology, Codon usage bias, Gene, Messenger RNA, Heterologous expression, Operating system, Physics, Host (biology), Engineering, Genome, Protein engineering, Translation (biology), Redundancy (engineering)"
A5043489680,Kristine San Jose,,1,250,0,1,1,N/A,"Genetic code, Genetics, Biochemistry, Bioinformatics, ENCODE, RNA, Computational biology, Biology, Ribosome, Coding region, Gene, Geology, Organism, Paleontology, Transfer RNA, Base pair, Chemistry, Synthetic biology, Amino acid, Escherichia coli, DNA"
A5043858256,Veronica Noval Gutierrez,,1,0,0,0,0,N/A,"Genetic code, Political science, Computer science, Melody, Genetics, Biochemistry, The arts, Biology, Gene, Literature, Art, Visual arts, Set (abstract data type), Chemistry, Programming language, Law, Amino acid, DNA, Musical, Code (set theory), Sequence (biology)"
A5043977603,Megumi Iseki,,1,14,0,1,1,N/A,"Genetic code, Function (biology), Stop codon, Linguistics, Genetics, Biochemistry, Computational biology, Evolutionary biology, Biology, Codon usage bias, Cell biology, Gene, Messenger RNA, Electrical engineering, Literature, Engineering, Philosophy, Genome, Art, Sense (electronics), Physical chemistry, Translation (biology), Chemistry, Amino acid, DNA"
A5044145124,M. Grjunberg-Manago,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, RNA, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5044322534,J. Toftgård,,1,36,0,1,1,Technical University of Denmark,"Genetic code, Algorithm, Psychology, Mathematics, Computer science, Artificial neural network, Genetics, Biochemistry, Computational biology, Neural coding, Biology, Gene, Machine learning, Artificial intelligence, Neuroscience, Set (abstract data type), Chemistry, Biological system, Programming language, Nucleotide, Amino acid, DNA, Code (set theory)"
A5044329972,Nian-Ku Chen,,1,91,0,1,1,National Central University,"Genetic code, Stop codon, Genetics, Biochemistry, RNA, Biology, Gene, Messenger RNA, Translation (biology), Transfer RNA, Chemistry, Amino acid, DNA, Yeast"
A5044478040,Khatuna Tserodze,,1,0,0,0,0,Georgian Technical University,"Biology, Chemistry, Genetic code, Psychology, Genetics, Biochemistry, Complete protein, Stereochemistry, Medicine, Pharmacology, Gene, Psychiatry, Amino acid, DNA, Phenothiazine"
A5044621694,Warren Siegel,,1,0,0,0,0,N/A,"Genetic code, Mathematics, Mathematical physics, Computer science, Genetics, Biochemistry, Quantum mechanics, Biology, Gene, Particle physics, Supersymmetry, Physics, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5044937613,Kjeldgaard No,,1,53,0,1,1,N/A,"Protein biosynthesis, Genetic code, Stringent response, Genetics, Biochemistry, RNA, Biology, Gene, Mutant, Molecular biology, Transfer RNA, Chemistry, In vitro, Amino acid, Escherichia coli, DNA"
A5045216021,Jaromir S. Foltan,,1,3,0,1,0,Comenius University Bratislava,"Genetic code, Genetics, Biochemistry, RNA, Biology, Gene, Mutant, Transfer RNA, Point mutation, Chemistry, Mutation, Nucleotide, Amino acid, DNA, Amino Acyl-tRNA Synthetases"
A5045408719,Tianyan Wan,,1,0,0,0,0,Nanjing University of Chinese Medicine,"Genetic code, Reactive oxygen species, Transfection, Genetics, Biochemistry, Quantum mechanics, Stereochemistry, Cell culture, Biology, Fluorescence, Cell biology, Gene, Optics, Physics, Green fluorescent protein, Organic chemistry, Chemistry, Polymer chemistry, Materials science, Amino acid, Escherichia coli, DNA, Thioether"
A5045500695,S V Novocelov,,1,0,0,0,0,N/A,"Protein biosynthesis, Genetic code, Stop codon, Nuclear magnetic resonance, Open reading frame, Genetics, Biochemistry, RNA, Medicine, Biology, Ribosome, Gene, Messenger RNA, Physics, Internal medicine, Endocrinology, Translation (biology), Molecular biology, Transfer RNA, Peptide sequence, Organic chemistry, Enzyme, Chemistry, Amino acid, Glutathione"
A5045631657,Katherine C. Shi,,1,0,0,0,0,Skidmore College,"Genetic code, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Biology, Gene, Physics, Geology, Paleontology, Transfer RNA, Organic chemistry, Enzyme, Chemistry, Amino acid, Bacteria, DNA, Asparagine, Bacillus subtilis, Glutamine, Asparagine synthetase"
A5045660871,Viji Sarojini,,1,7,0,1,0,University of Auckland,"Genetics, Biochemistry, Biology, Chemistry, Agronomy, Genetic code, Function (biology), Ecology, Food science, Chromatography, Nuclear magnetic resonance, Botany, Structural engineering, Computational biology, Polyphenol, Stereochemistry, Medicine, Fungicide, Evolutionary biology, Mechanical engineering, Microbiology, Cell biology, Gene, Electrical engineering, Physics"
A5045665411,Mylie Dela Rosa,,1,0,0,0,0,University of San Diego,"Genetic code, Docking (animal), Veterinary medicine, Genetics, Biochemistry, RNA, Computational biology, Medicine, Biology, Gene, Messenger RNA, Translation (biology), Aminoacylation, Transfer RNA, Nursing, Chemistry, Amino acid, DNA, Aminoacyl tRNA synthetase, Amino Acyl-tRNA Synthetases"
A5045802227,D. Mendel,,1,0,0,0,0,N/A,"Genetic code, Mutagenesis, Computer science, Genetics, Biochemistry, Computational biology, Biology, Gene, Mutant, Set (abstract data type), Chemistry, Programming language, Mutation, Amino acid, DNA, Code (set theory)"
A5045911430,J. Y. Wang,,1,15,0,1,1,Laboratoire des Biomolécules,"Genetic code, Psychology, Ecology, Social science, Computer science, Genetics, Biochemistry, RNA, Medicine, Criminology, Biology, Gene, Geology, Sociology, Tobacco mosaic virus, Paleontology, Virology, Composite material, Set (abstract data type), Chemistry, Materials science, Programming language, Immunology, Amino acid, DNA"
A5045914906,Eri Higashimura,,1,131,0,1,1,The University of Tokyo,"Genetic code, Genetics, Biochemistry, RNA, Ribozyme, Biology, Ribosome, Gene, Messenger RNA, Polyester, Translation (biology), Transfer RNA, Composite material, Organic chemistry, Chemistry, Materials science, Amino acid, DNA"
A5045955953,Pierre Zofel,,1,0,0,0,0,N/A,"Genetic code, Stop codon, Computer science, Genetics, Biochemistry, Computational biology, Selection (genetic algorithm), Biology, Gene, Machine learning, Artificial intelligence, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5046061029,F Fremuth,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Computational biology, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5046153717,Vanechkin Ma,,1,0,0,0,0,N/A,"Genetics, Biochemistry, Computational biology, Biology, Gene, Chemistry, Protein biosynthesis, Genetic code, T arm, Ribosomal protein, Computer science, RNA, Ribosomal RNA, EF-Tu, Ribosome, Cell biology, Messenger RNA, Cloning (programming), Eukaryotic Ribosome, Translation (biology), Molecular biology, Transfer RNA, Two-hybrid screening, Programming language, Amino acid"
A5046300669,Raquel Monteiro Marques da Silva,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Computational biology, Evolutionary biology, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5046476404,N. D. Acland,,1,4,0,1,0,N/A,"Genetic code, Computer science, Linguistics, Genetics, Biochemistry, Biology, Gene, Philosophy, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory), Ambiguity"
A5046678505,S. Hazebrouck,,1,69,0,1,1,Johns Hopkins University,"Physical therapy, Genetic code, Computer science, Linguistics, Genetics, Biochemistry, RNA, Computational biology, Reversion, Medicine, Biology, Gene, Anatomy, Internal medicine, Phenotype, Philosophy, Mutant, Transfer RNA, Chemistry, Programming language, Mutation, Amino acid, DNA, Leucine, Isoleucine"
A5046746814,K. Trice,,1,0,0,0,0,N/A,"Genetic code, Computer science, Genetics, Biochemistry, Computational biology, Biology, Gene, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5046815310,FELIX FILATOV,,1,1,0,1,0,N/A,"Genetic code, Ecology, Key (lock), Computer security, Computer science, Genetics, Biochemistry, Computational biology, Evolutionary biology, Biology, Gene, Operating system, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory)"
A5047060309,Abbakar M. Khussein,,1,1,0,1,0,Russian Academy of Sciences,"Geometry, Genetic code, Mathematics, Social science, Visualization, Fractal, Computer science, Genetics, Biochemistry, Computational biology, Mechanical engineering, Theoretical computer science, Biology, Scaling, Gene, Statistics, Data mining, Engineering, Mathematical analysis, Genome, Sociology, Artificial intelligence, Coding (social sciences), Chemistry, Amino acid"
A5047088450,HaAn Nguyen,,1,0,0,0,0,N/A,"Genetic code, Stop codon, T arm, Genetics, Shine-Dalgarno sequence, Biochemistry, RNA, Ribosomal RNA, Biology, Codon usage bias, Ribosome, A-site, Gene, Messenger RNA, P-site, Binding site, Ribosomal binding site, Genome, Translation (biology), Transfer RNA, Start codon, Chemistry, Nucleotide, Amino acid, DNA"
A5047149588,J-P. Le Caer,,1,12,0,1,1,Institut de Chimie des Substances Naturelles,"Astronomy, Geophysics, Genetic code, Plasmid, Recombinant DNA, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Biology, trp operon, Gene, Ionosphere, Physics, Geology, Mutant, Gene expression, Transfer RNA, lac operon, Terminator (solar), Organic chemistry, Enzyme, Chemistry, Operon, Amino acid"
A5047269290,Joshua A Griffis,,1,6,4,1,0,Oregon State University,"Genetic code, Active site, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Biology, Gene, Physics, Mutant, Transfer RNA, Catalysis, Organic chemistry, Enzyme, Chemistry, Amino acid, DNA, Tyrosine, Nuclease, Phenylalanine"
A5047296796,Silva González E,,1,0,0,0,0,Universidad Nacional Autónoma de México,"Protein biosynthesis, Genetic code, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Biology, Gene, Messenger RNA, Physics, Geology, Organism, Translation (biology), Paleontology, Molecular biology, Transfer RNA, Organic chemistry, Enzyme, Chemistry, Amino acid, Escherichia coli, DNA, Aminoacyl tRNA synthetase, Amino Acyl-tRNA Synthetases"
A5047472318,Ema Ramicevic,,1,2,2,1,0,Montclair State University,"Genetic code, Biophysics, Function (biology), Psychology, Microtubule, Genetics, Biochemistry, Kinesin, Axoplasmic transport, Computational biology, Medicine, Evolutionary biology, Intracellular, Tubulin, Biology, Motor protein, Cell biology, Gene, Anatomy, Dynein, Psychiatry, Cytoskeleton, Molecular motor, Neuroscience, Nanotechnology"
A5047712389,G Wollett,,1,304,0,1,1,Biomedical Research Institute,"Genetic code, Computer science, 18S ribosomal RNA, Genetics, Biochemistry, RNA, Ribosomal RNA, Medicine, Parasite hosting, Biology, Ribosome, Cell biology, Protein subunit, Gene, Messenger RNA, Eukaryotic Large Ribosomal Subunit, Eukaryotic Ribosome, World Wide Web, Pathology, Translation (biology), 28S ribosomal RNA, Transfer RNA, Chemistry, Phylogenetic tree, Immunology"
A5047746353,Satoru Kanemasa,,1,181,0,1,1,Rikkyo University,"Genetic code, Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Biology, Codon usage bias, Gene, Physics, Geology, Genome, Paleontology, Transfer RNA, Organic chemistry, Enzyme, Chemistry, Wobble base pair, Amino acid, Bacteria, Escherichia coli, DNA, Lysine, Leucine, Bacillus subtilis, Isoleucine"
